posted_date,model,inch,release_year,chip,ram,storage,price,title,description,release_price
2025-10-17,macbookair,15,2023,m2,24gb,512gb,1400000,맥북 에어 M2 15인치,"맥북에어 실버 15인치 팝니다
스펙은 M2 / 512GB / 24GB 입니다

작년에 샀던 제품이고 (250에 구매했어요) 수업 들을때 몇번 쓴거라 전체적으로 깨끗합니다 (다만 사용한 제품이라 생활사용감 약간 있습니다)
배터리 사이클도 보시면 거의 새거예요

쿠팡에서 산 투명케이스를 껴둔 상태예요
구성품은 충전기 및 박스도 있어요

*쿨거하시면 조금 네고해드릴게요

직거래 가능 / 택배도 가능합니다
편하게 연락주세요",2700000
2025-10-17,macbookpro,16,2021,m1pro,16gb,512gb,1390000,맥북 프로 16인치 M1 Pro 16GB 512G,"맥북 프로 16인치 m1 pro 모델 판매합니다

RAM: 16GB
SSD: 512GB
색상: 실버

마지막 사진 보시면 아시겠지만 메인은 아이맥을 사용하고 서브로 맥북을 사용하는데, 제가 거의 사용하지 않아서 판매합니다. 
배터리 성능은 97%로 거의 새 거라고 보시면 됩니다!
외관은 스크래치, 깨짐 일절 없는 깨끗한 상태를 유지하고 있습니다. 
박스와 충전기 함께 드려요!

고가 전자기기 특성상 직거래 선호합니다!
안성, 평택 가능!",3390000
2025-10-17,macbookair,13,2025,m4,16gb,256gb,1200000,애플 맥북 에어 13 M4 16GB A급,"애플 맥북 에어 13인치 M4 2025년 모델입니다  노트북 사용감 없어요  - 칩: Apple M4 - 메모리: 16GB - 용량:256G  배터리 성능 최대치가 100%로, 오래 사용 가능합니다 정품 매직마우스, 정품 충전기 등 사진에 보이는 액세서리 모두 함께 드립니다 가볍고 휴대성이 뛰어나 어디든 들고 다니기 좋습니다:)  이미 최저가로 올린거라 네고는 어렵습니다!  직거래 논현역가능",1590000
2025-10-17,macbookpro,14,2021,m1pro,16gb,512gb,1000000,애플 맥북 M1 프로 14인치 판매합니다,"맥북 프로 M1 14인치 판매합니다.

칩셋은 M1 Pro 탑재되어 있으며, 메모리는 16GB, 저장 공간은 500GB입니다. 

일상적인 웹서핑이나 문서 작성 등 사무 작업은 물론, 어도비 프로그램과 같은 고성능 작업도 원활하게 가능한 모델입니다. 

박스 포함 모든 구성품 동봉되어 있으며, 모든 기능 정상적으로 작동하여 바로 사용하실 수 있는 모델입니다(구매자분께는 초기화하여 보내드립니다). 아주 미세한 기스가 모서리 부분에 있습니다만, 카메라로도 잘 보이지 않는 수준입니다. 

외대앞역이나 회기역에서 직거래합니다(인천 지역은 송내역). 파손 면책에 동의하신 분에 한하여 택배 거래도 합니다.

구매 의향이 있으시거나 궁금한 점이 있으신 분은 51399764로 문의해주시면 됩니다.",2690000
2025-10-17,macbookair,15,2023,m2,8gb,256gb,900000,2023맥북에어 M2 15인치 실버 판매,"2023 맥북에어 M2 15인치 8GB 256기가 팝니다
23년 11월 쿠팡 주문
배터리 성능 100%
기스 및 액정 문제없음(집에서만 사용)
풀박스

많은 문의 주세요",1890000
2025-10-17,macbookair,13,2022,m2,8gb,256gb,830000,맥북에어 M2 13인치 기본형 8 256 SSS,"사용을 잘 안해서 판매합니다 
박스는 없으며 맥세이프 충전케이블과 정품 충전기 같이 드려요!
배터리효율 100%입니다 
(배터리 사이클 수: 28)
외관은 물론 액정도 깔끔합니다 
이대역 5번출구 직거래하거나 택배(선)가능합니다 
네고 불가하며 쿨거래 환영합니다",1690000
2025-10-17,macbookair,13,2022,m2,16gb,256gb,740000,맥북 에어 M2 13인치 16GB 256GB,"애플 맥북 에어 M2 모델 16g/256g 입니다.

- 답답함 없이 사용하려면 메모리 16g는 필요합니다 저장용량은 외장을 붙여 추가라도 가능하지만 메모리는 고정입니다. 애초부터 16g 이상급으로 구매하시는 게 이득입니다.

- 얇고 가벼워서 휴대성이 좋습니다
- 배터리 성능은 89%입니다
- 구성품 : 본체, 정품충전기, 맥세이프 케이블

- 전체적으로 깔끔하고 찍힘 없으며 눈에 띄는 흠집 없습니다.",1960000
2025-10-17,macbookair,13,2020,m1,16gb,256gb,580000,맥북 에어 m1 16g 256gb,"맥북 에어 m1 16g 256gb입니다.

사용에는 문제가 전혀 없으니 외관상 찍힘이 몇군데 있습니다. 감안하여 싸게 올립니다!🙇🏻‍♂️

박스는 없으나 충전기는 따로 없습니다! 원하시면 정품이 아닌 제가 평소 사용하던 충전기 같이 드리겠습니다!

직거래 우선으로 합니다!

편하게 연락주세요!!",1560000
2025-10-16,macbookair,13,2025,m4,16gb,256gb,1100000,m4맥북에어13인치 256/16 실버 7월구입,맥북에어 m4 256/16 실버 풀박스입니다 금년 7월에 중고나라 미개봉 상품을 직거래로 구입해 세팅만 하고 보관중입니다 사용 안해 일체 사용 흔적 없고 배터리도 1사이클 입니다 as는 내년 7월까지고 풀박스 상태입니다 서울 직거래 지방 택배 원합니다,1590000
2025-10-16,macbookpro,16,2024,m4pro,24gb,1tb,2900000,맥북 프로16 M4 스페이스 블랙 1TB 24GB,"- 구매일시: 2025년 7월 7일 (3개월 밖에 되지 않은 제품입니다.)
- 맥북프로 M4 스페이스 블랙
- 14코어 CPU, 20코어 GPU
- 1TB SSD
- 애플 정품 박스, 충전기 풀셋

첨부 사진 보시면 아시겠지만
사용 이력이 많지 않습니다. (보유 노트북만 8대라...)

기기 제품인지라 가급적 직거래 선호합니다.
(지역은 송파구 문정 부근에서 가능합니다.)",3660000
2025-10-16,macbookair,13,2022,m2,16gb,1tb,1800000,맥북 에어 M2 13인치 16GB 미드나이트,"맥북 에어 M2 13인치 16GB 미드나이트 색상 판매합니다

사양
- 8코어 CPU, 8코어 GPU

- 16GB 통합 메모리, 1TB SSD

- 34.5cm Liquid Retina 디스플레이

- Thunderbolt / USB 4 포트 2개, MagSafe 3 충전 포트

- 터치 ID, Force Touch 트랙패드

- 애플케어 2026년 2월 8일까지입니다

- 상태는 자세히 보면 생활기스 있을 수도 있으나 매우 깨끗한편입니다.
- 충전기 케이블 전부 미사용 상태이고 박스 포함입니다.

거래는 가능하면 직거래로 하겠습니다. 택배거래시 파손면책동의하에 하겠습니다.",2500000
2025-10-16,macbookair,15,2025,m4,16gb,512gb,1720000,2025 맥북 에어 15 M4 16GB 512GB,"Apple 맥북 에어 M4 152GB
- 16GB RAM
- 512GB 저장 공간
색상은 미드나이트입니다
2025년 9월 9일에 구매했습니다
(구매한지 한달도 안됨, 인증가능, 완전최신형)
- 사이클 수 3입니다!!
- 배터리 성능 100%로 거의 새제품입니다

앱등이라 그냥 사고싶어서 샀는데
기계치라 맥북사용이 어려운 거 같아 눈물을 머금고 판매합니다ㅠㅠ

실사용 집에서 사용해본거 두번정도 입니다..
상태 완전 최상입니다 
풀박스에요! 처음처럼 박스에 넣어서 드려요",2160000
2025-10-16,macbookair,13,2025,m4,16gb,512gb,1630000,애플 맥북에어 13 M4 실버 512GB(10코어) 미개봉,"맥북 에어 13 M4 실버 모델입니다  - Apple M4 칩 (10코어 CPU, 10코어 GPU, 16코어 Neural Engine) RAM 16GB, SSD 512  종로, 왕십리, 청량리 저녁시간대 직거래합니다. 네고, 택배거래 불가합니다.",1860000
2025-10-16,macbookair,15,2025,m4,16gb,256gb,1500000,맥북에어 M4 15인치 새상품급 팝니다.,"맥북에어 M4 15인치 
16G / 256G 
사이클 6회 / 100%
구매일 : 2025.08.25

박스O / 내용품 모두 O / 상태 새제품급 

사실 이뻐보여서 샀는데 저한텐 필요가없어요
맥북병이 완치됐습니다

구매하실때 같이 드리는 품목
1. 매직마우스 풀박스 (사용 5회쯤) + 마우스 파우치
2. 맥북 파우치 
3. 맥북 거치대 
4. 패러럴즈 1년 사용코드 (한 3주쯤 전에 구매 / 코드 드림 / 맥북전문가 아니여서 초기화후 다시 등록가능한지는 모르겠슴;)

의정부나 일산에서 거래 가능함다",1890000
2025-10-16,macbookpro,16,2023,m2pro,16gb,512gb,1500000,맥북 프로 M2 Pro 16형 512GB +Care,"구매일: 2023. 5월
제조년월 : 2023. 3월
상태: A급 (생활기스 정도),
 성능 최대치 90%, 사이클 수 53

구성품 : 맥북 본체, 충전 케이블, 140W 어댑터,
 패키지 박스 +키스킨

특이사항 : AppleCare+ 2026. 05.01 만료,
 실버 컬러, 메모리 16GB


———————————————-
직거래 가능.

택배 거래는 30,000원 배송비 별도. 
(택배 박스값 포함)

영업일 7일이내 배송 시작. (택배 박스 준비 고려)

-
평일 : 19:30~22:00 (분당 장안중학교)

토 : 20:00~22:00 (분당 장안중학교, 서현역, 판교역, 정자역)

일 : 09:00~18:00 (서현도서관, 서현역, 판교역, 정자역)
 19:00~22:00 (분당 장안중학교, 서현역)


———————————————-
가격흥정 불가해요.

거래 후엔 환불 불가한 점
양해부탁드릴게요.

필요하신 분이 쓰는게
좋을 것 같아 올려봐요.",3690000
2025-10-16,macbookair,13,2025,m4,16gb,512gb,1500000,Apple 맥북 에어 13 M4 실버 512g 16램,"박스 미개봉 새상품 팝니다
직거래만 하구요 

신도림 문래에서 거래 가능합니다",1860000
2025-10-16,macbookpro,14,2023,m2pro,16gb,1tb,1480000,맥북 프로 14인치 M2pro 1TB,"맥북 프로 14인치 M2pro 1TB 모델입니다.

M2pro
1tb 저장 공간
16gb 메모리
배터리 82%

크게 눈에 띄지는 않지만
약간의 사용감은 존재합니다.

<구성품>
전용 충전기
전용 케이블
블랙 인조가죽 슬리브
그레이 폼 파우치
박스 X",3260000
2025-10-16,macbookair,13,2025,m4,16gb,512gb,1450000,맥북에어13인치 M4 16GB 512GB 실버,"배터리 성능 : 100% 
싸이클 횟수 : 9회 

2026년 7월 17일까지 보증기간 입니다 

풀구성 , 상태좋습니다",1860000
2025-10-16,macbookair,15,2024,m3,8gb,256gb,1100000,맥북 에어 15인치 m3 실버 애플케어 +,"맥북 에어 15 M3 2024년형 실버 색상 판매합니다

- Apple M3 칩, 8코어 
- 8GB RAM, 256GB SSD
- 15.3형 Liquid Retina 디스플레이
- macOS 최신 버전 업데이트 완료
- 배터리 성능 최대치 98%
- AppleCare+ 보증기간 2027년 7월 15일

제품 상태

- 실사용 적음 / 생활기스 거의 없음
- 배터리 사이클 횟수: 38회 (직접 확인 가능)
- 항상 케이스 사용 / 블루스크린 보호필름 부착

구성 

- 맥북 본체
- 정품 충전기 및 케이블 (전용 충전케이스) 
- 박스 풀세트 보존 중
- 애플케어+ (양도 가능, 미사용)

AppleCare+ 가입으로 고장시 수리비용 적음 
중고거래 특성상 환불/ 교환 불가",1890000
2025-10-16,macbookpro,14,2021,m1pro,16gb,512gb,1000000,맥북 프로 14인치 팝니다,"애플 맥북 프로 14인치 M1 Pro 21년형입니다

512gb

16g 램

cpu 10코어

gpu 14코어

옵션 넣어서 기존 67w 충전기에서 96w 충전기로 바꿨고 cpu 코어도 기존 8코어에서 10코어로 늘렸습니다

박스, 충전기 있습니다

배터리 효율 84퍼입니다",2690000
2025-10-16,macbookair,13,2022,m2,8gb,512gb,850000,"맥북에어 M2 13 8/512GB 마우스,키보드 포함","맥북 에어 M2 미드나이트 색상 입니다.
쿠팡에서 2025년 1월 7일에 샀구요.(구성품 모두)

추가 구성품으로 애플 매직마우스 / 매직키보드 / 노트북 가방 / 노트북 충전기 / 마우스패드 같이 다 드리겠습니다.

산지는 약 9개월 됬지만 실제로 사용은 약30번 내외

사양 : RAM 8GB / 버전 14.6 / 저장공간 총494.38GB / 512GB / 배터리상태 100%

별도 구매 가능
노트북 : 80만원 / 마우스 : 4만원 / 키보드 : 6만원",1960000
2025-10-16,macbookair,13,2020,m1,16gb,512gb,840000,"맥북 에어 M1 2020 (16GB, 512GB) 풀박","집에서만 가끔씩 사용했던 맥북에어 판매합니다.
큰 맘 먹고 맥북 한 번 써보려다 손이 안 가서 방치만 하다 판매하네요..

맥북에어 M1 2020 13인치
램 16GB, 저장소 512GB

배터리 성능
사이클수 78, 97% 성능

사진과 같이 외관 전혀 문제될 사항 없습니다.
처음부터 현재까지 줄곧 키커버와 플라스틱 보호케이스 씌워놔서 새것과 같은 수준입니다.

박스 및 구성품 정품으로 모두 포함.

직거래 희망합니다.
(쿨거래시 네고 시원하게..)",1830000
2025-10-16,macbookair,13,2022,m2,16gb,256gb,830000,맥북에어 M2 16gb 13인치 팝니다,"맥북에어 m2 램16기가 256모델 
13인치 미드나잇

전체적으로 사용감은 있지만 깨지거나 금가거나 한건 없습니다. 
사진 꼼꼼히 확인 해주세요.
현재 상판 스킨 부착 상태

본체 ,충전기,어뎁터 구성입니다.

직거래는 수원에서 가능합니다.",1960000
2025-10-16,macbookair,13,2020,m1,8gb,256gb,410000,맥북 에어 M1 13 기본형 스페이스 그레이,"- 품명: MacBook Air M1 13"" (제조연월 2021)
- 색상: 스페이스 그레이
- 용량: 256GB
- 램: 8G
- 외관 상태: 인케이스 텐저라이트 사용해서 찍힘,눌림,스크레치 전혀없음. 
- 포함 물품: 어댑터, 케이블, 박스
- 배터리 효율: 85% (284 사이클)
- 거래 장소: 판교/대장동


사용하면서 불편한거 1도 없었습니다. 
지금도 짱짱한데, 리프레쉬겸 m4에어로 갈아탑니다. 현재 4년 정도 사용한거 같은데, 4년은 더 사용할수 있을 정도에요. 성능이 엄청 좋아요. 
초기화 다 해놨습니다.
화면 깨짐 전혀 없습니다.

케이스를 좋은걸 사서 써서 외관 문제 전혀 없습니다.
어댑터,케이블,박스 포함해서 풀박스로 드리구요.
맥북박스에 박스 얹어서 또 박스로 포장해서 보내드려요!
맥북 입문해보실분 저렴하게 시작해보시길 바라요!😊",1290000
2025-10-15,macbookpro,16,2024,m3max,48gb,1tb,3300000,맥북 프로 M3 Max 16인치 48GB / 1TB,"맥북 프로 M3 Max 16인치 영문자판 고급형 스페이스 블랙입니다

Apple M3 Max 칩
16코어 CPU, 40코어 GPU
48GB RAM, 1TB SSD

색상: [스페이스 블랙]

사용 상태: 

[거의 새것 / 보호필름 맥북 전체에 부착되어 있고 케이스까지 끼워 조심히 사용했습니다,키보드도 키스킨을 끼우고 사용해서 유분기 없습니다.]

배터리 사이클: 45사이클 / 93%

구성품: 본체, 정품 충전기, 케이블, 박스 

풀박스로 드립니다.

상태는 깔끔하게 사용했으며, 성능 최상급 모델이라 영상 작업, 음악 작업, 3D 렌더링 등 고사양 작업에 최적화되어 있습니다.

맥 스튜디오로 가기위해 판매합니다!

직거래 / 경기도,서울

고가의 물품이다보니 직거래 위주로 진행합니다.",5500000
2025-10-15,macbookair,15,2025,m4,16gb,256gb,2050000,맥북에어 m4 15인치 24ram 512ssd 미개봉,"맥북 에어 15인치 m4 24ram 512ssd

미개봉 제품 팔아요 

박스 그대로 있습니다 

스카이블루 입니다 


010-9229-2428 
연락 부탁드릴게요",1890000
2025-10-15,macbookpro,14,2024,m3pro,36gb,512gb,1900000,맥북 프로 m3 14인치 36gb/512gb 팝니다.,"맥북 프로 m3 14인치 스페이스 블랙
11코어, 14코어 GPU, 램 36GB, 512 GB 입니다.
사이클 25회, 배터리효율 100%입니다.
24년 6월 구매입니다.

외관 깨끗하며 전면 로고에 생활기스, 후면 좌상단에 작은 긁힘 있습니다.
풀박스이며 충전기는 사용감이 있습니다.

신사역 거래이며 그 외는 택거래입니다.",3330000
2025-10-15,macbookpro,14,2024,m4,16gb,512gb,1700000,맥북 프로 14 실버 M4 10코어 16GB 512G,"Apple 맥북 프로 14 실버 M4 칩 모델 / 10코어 / 512GB / 16GB /2024.11

- 2025년 7월 16일 구매(실 사용 약 2개월 반)
- 급전이 필요해서 저렴하게 내 놔요 ㅠㅠ
- 깨끗👌 기스❌(외부(전후면)&내부&모니터&키보트까지 모두 보호 필름 붙혀있어요~)
(스누피가 싫으시면 보호 필름만 떼시면 되요, 불편 하시면 필름 다 떼고 드릴게요)

- 2024년 11월 제조
- 16GB 메모리, 512GB 저장 공간
- M4 칩 탑재
- 박스, 충전기 포함
- 26년 7월 19일까지 보증

- 택배 가능 
- 직거래 : 전라북도 전주&익산&군산 가능",2390000
2025-10-15,macbookpro,16,2021,m1pro,32gb,1tb,1350000,맥북 16인치 M1 Pro 32gb 1TB,"- 제품 기본 정보
모델명: MacBook Pro 16-inch
칩: Apple M1 Pro
메모리: 32 GB
저장공간: 1TB SSD
디스플레이: 16-inch Liquid Retina XDR (3456 x 2234)
macOS: Sequoia 15.6.1

- 사용정보
(1) 구매 시기 : 2022년 10월 신제품으로 구입
(2) 구성품 : 맥북 본체 / 박스 / 정품 충전세트 
(3) 현재 배터리 상태 (정상)
- 사이클 수 347회
- 성능 최대치: 83%
(4) 애플케어 : 만료
(5) 액정상태 : 무결점 정상

- 비고
(1) 진짜 어디 한 곳 맥북 자체에 기스나지 않음. 첫 맥북이라 애지중지 사용함…
(2) 구매 직후 전체 스킨 붙혀 사용하여 본체 스크래치 일절 없음. 현재 스킨은 측면 얇은 부분만 떨어진 상태.
(3) 직거래 가능 : 서원역
(4) 안전거래 시 수수료는 구매자 부담
(5) 택배 시, 택배비는 구매자 부담 (에어캡으로 감싸 안전히 발송드림.)",4200000
2025-10-15,macbookair,13,2024,m3,16gb,512gb,1250000,맥북에어 M3 M3/16GB/512GB 애플케어 유,"미드나이트 색상이구요 배터리 사이클 5회 배터리 효율 100%입니다  사용을 거의 안해서 상태는 최상입니다  하드케이스, 키보드 스킨해놨습니다  애플케어 가입되어 있습니다 사진 참조바랍니다  풀 박스, 미사용(충전기,케이블) 입니다   연락주세요!",2130000
2025-10-15,macbookair,15,2024,m3,16gb,256gb,1150000,맥북에어 M3 15인치 램16 256GB,"업무용으로 구매했었는데 회사에서 노트북을 지원해줘서 소중히 모셔뒀던 노트북 맥북에어 M3 2024 15인치 판매합니다

※ 스펙 및 가격
- 모델: 맥북 에어 15인치 (M3 칩)
- RAM: 16GB
- SSD: 256GB
- 가격: 1,250,000원
- 구성: 본체 + 충전기 + C타입 허브 + 노트북케이스
- 상태: 내/외부 필름 부착
- 배터리 효율: 100%
- 배터리 사이클: 30
- 색상: 미드나이트

※ 장점
- 램 16기가 : 8기가랑 차원이 다릅니다. 8기가는 포토샵이나 좀 무거운 앱 실행하면 버벅이는데 16기가는 정말 쾌적합니다. 써보신 분들은 다들 아실겁니다.

- M3 칩 + 15인치 대화면 : 성능은 당연하고, 화면이 커서 영상을 본다거나 문서작업 등 눈이 편합니다.

- 가격 : 새제품 구매시 190만원 넘게 줬는데 새제품급을 115만원에 구매하실 수 있습니다.
이 사양으로 중고가 알아보시면 보통 140만원정도 합니다. 더 저렴할경우 외관 상태나 배터리효율/사이클이 더 안좋을겁니다. 시세보다 30만원 저렴하게 판매합니다.

고액이기 때문에 직거래를 선호합니다
평일에는 성동구 주말에는 동탄/오산 지역에서 가능하구요 
직접 배송해드립니다!

만약 택배거래 원하시면 뽁뽁이로 완전 무장해서 잘 포장해서 보내드리겠습니다
택배비는 제가 부담합니다",2160000
2025-10-15,macbookair,13,2020,m1,16gb,512gb,420000,맥북에어m1/램16g/512/영어자판_가격인하,"맥북에어 m1 풀박스 판매합니다. (충전기 포함)
16g램에 저장 용량 512g 입니다.
배터리 효율은 91%입니다.
침수 이슈로 인해서 자판은 작동되지 않고(자판 라이트는 작동) 다른 색에서는 괜찮지만 흰 화면에서 모서리 부분 변색이 살짝 보입니다.(사진9,10 참고) 
터치 패드와 지문 인식은 작동합니다.
그래서 블루투스 키보드 연결해서 사용 가능합니다.
왼쪽 모서리에 찍힘 있습니다.(사진4 참고)
쿨거시 네고해드립니다.

직거래는 월요일 저녁부터 금요일 오전까지는 천안에서 금요일 오후부터 월요일 오후까지는 대전에서 가능합니다.",1830000
2025-10-14,macbookpro,16,2024,m3max,48gb,1tb,3400000,맥북 프로 16인치 M3 Max 팝니다,"맥북 프로 16인치 M3 Max 칩셋 모델 판매합니다
- 칩: Apple M3 Max
- 메모리: 48GB
- SSD 1TB
- GPU 40 코어
- CPU 16 코어
- 모델 번호: MUW63KH/A
- 배터리 성능 최대치 100%
- 배터리 사이클 신품 수준 (11)
- 구입일: 24년 4월 1일, 보증 만료일: 25년 4월 1일

맥북프로가 2대라 안 쓰고 있다가 팝니다.
집에서 세워만 두던 거라 애케플 가입 안 했습니다.
박스 있고 구성품 다 있습니다.
충전기와 케이블은 뜯지도 않은 신품상태입니다.

기스 없고 세워만 뒀고
키스킨 끼워 사용해서 키보드 신품 수준입니다.

600 가까이 주고 샀던 걸로 기억하는데 눈물나네요.",5500000
2025-10-14,macbookpro,16,2024,m4pro,48gb,1tb,3300000,"맥북 프로 16 M4, 스페이스블랙, M4 Pro 14","16인치 스페이스블랙
m4pro 14코어
20gpu
48 gb ram
1tb ssd
한글키보그
실사용 10회 미만입니다

거치대에 올려 블루투스키보드로만 사용했습니다


맥스튜디오가 있어 잘 사용하지 않게될거같아 판매합니다
풀박스구성입니다

일산 직거래 혹은 택배거래 합니다

안심번호 문자주세요",4200000
2025-10-14,macbookpro,16,2024,m4pro,24gb,1tb,2700000,애플 맥북16프로 m4 24gb 1Tb 용량업 박풀,"26.7 까지

사용 거의 없고 첨에 설정해보고 바빠져서 영화 한번 본게 다에요

가게 일 하다보니 바빠서 윈도우도 있고 해서 그냥 봐서 정리하려합니다 

안 팔리면 그냥 써야죠 ㅎㅎ 필요하신 분 가성비 챙기실 분 ! 연락주세요 

010 5삼육육 39사육",3660000
2025-10-14,macbookpro,16,2024,m3pro,18gb,512gb,1950000,맥북 프로 16인치 m3pro 스페이스 블랙 팝니다,"안녕하세요 

맥북프로 16인치 m3pro 스페이스 블랙 판매합니다 

기본형 18램에 512 저장용량 입니다 

구성품 박스 없이 본품 충전기 맥세이프 충전선 입니다 

애플케어플러스 26년 12월 19일까지 입니다 

키보드 불량으로 하판 교체 받았습니다 

직접 가져다 드립니다 (먼거리는 예약금 5만원) 

기타 문의는 연락 부탁 드립니다",3390000
2025-10-14,macbookpro,14,2021,m1pro,16gb,1tb,1170000,애플 맥북 프로14 M1 1tb하드 16G A2442,"애플 맥북 프로14 M1 10core 16GPU 16GB 1TB / A2442 판매합니다.

배터리 사이클 143, 85%


직거래는 성남 상대원동이나, 용인 수지에서 가능해요.

문자주세요. 01090309716 입니다",2960000
2025-10-14,macbookair,13,2024,m3,16gb,512gb,1170000,맥북에어 13인치 M3 16gb 512gb 영문자판,".
.
.
판매 완료",2130000
2025-10-14,macbookair,15,2024,m3,8gb,256gb,1050000,맥북에어 M3 15인치 8/256 스페이스 그레이 애플케어,"📢 제목에 ""제조사/ 브랜드 명""과 ""상품명”를 넣어 작성하면, 보다 빠른 판매가 가능합니다! 
📢 게시글 작성 시 배송 방법에 “직거래”와 “내 위치” 설정할 경우, 보다 빠른 판매가 가능합니다! 


구매는 2024년 4월에 구매했구요
사용 하지 않고 있어 판매 합니다.
풀박스 입니다.
구매후 바로 투명 케이스 끼고 사용해서 기스나 찍힘 
아예 없어 최상급입니다.
사이클수 41 배터리 성능 최대치 100%입니다.
애플케어는 2027년 4월입니다.
사용하던 투명 케이스 포함해서 드리도록 하겠습니다.
노트북 가방도 필요하시면 드리도록 하겠습니다.






🚨회원님의 거래 게시글을 노린 중고나라 운영진 사칭 피싱 사이트를 주의하세요🚨",1890000
2025-10-14,macbookpro,14,2021,m1pro,16gb,512gb,990000,맥북 프로 14인치 m1 pro 16gb 512,"맥북 프로 14인치 m1 pro S급 
16gb 512gb 모델이고
영문 자판이라 더 간지납니다

충전 케이블 포함이고 실내에서만 사용해서 상태 정말 좋습니다
외장 키보드 따로 사용해서 번들거림도 덜합니다
찍힘 스크레치 전혀 없습니다

주로 강의 보고 문서작업 했습니다
배터리 86퍼입니다

현재 실리콘 계열중에서 가성비 최고라고 생각합니다

옆에 16인치 맥이 생기게 되어 판매합니다

가격 제시 받습니다",2690000
2025-10-14,macbookpro,13,2020,m1,16gb,512gb,859000,맥북 프로 13인치 2020 M1 16g 512g,"개인용으로 샀었으나 회사용 윈도우 노트북을 중심으로 사용하여, 거의 사용하지 못했습니다. 


아내에게 선물로 받은 것이라 아끼면서 오래 쓰려고, 전면 필름 부착 하였으나… 거의 사용을 못했네요. ㅠㅠ


- 외관 상태: S급
 - 사용할 때부터 전면 필름을 부착하여 사용함 (트랙패드 부분, 액정까지 필름 부탁 하여 사용

- 2020 M1 (CPU 8 코어, GPU 8 코어)

- RAM: 16g

- SSD 512g 

- 배터리
 - 사이클: 53
 - 용량: 91%

- 61W 충전기
 - 집에있는 다른 충전기 중심으로 사용하여 거의 사용 안함 (대략 다섯번 정도 사용)

- 박스 X
 - (애플 공식 홈페이지에서 인증 리퍼비쉬 제품을 구매했습니다.)",2230000
2025-10-14,macbookpro,16,2021,m1pro,16gb,1tb,700000,맥북 프로 16 m1 pro 16gb 1tb 내용확인필,"맥북 프로 16인치 M1 Pro 10/16코어, 16기가 메모리 , 1테라 저장공간 모델입니다.

사진 보시다시피 화면에 문제가 있습니다.
아랫부분에 전체적으로 멍이 있습니다.
외부모니터 출력해서 사용하시면 문제 없습니다.

그 외 기기 상태는 사진 참고부탁드립니다.

구성
본체
충전기 (케이블 없음)

배터리효율 85%

외부모니터 출력용으로 쓰실분, 디스플레이 수리해서 쓰실분이 계실것같아 장터에 내놓습니다.

기기 상태 확인하고 가져가시라고 직거래만 합니다.
서울시 양천구, 서울시 금천구입니다. 장소 최대한 맞춰드립니다.

네고 안받습니다. 안팔리면 제가 수리받아서 쓸 생각입니다.",3660000
2025-10-13,macbookpro,14,2024,m4,32gb,512gb,2800000,맥북 M4 프로 14 스페이스 블랙 32GB 나노텍스쳐,"맥북 프로 14 스페이스 블랙 판매합니다

- Apple M4 칩(10코어 CPU, 10코어 GPU, 16코어 Neural Engine)
- 32GB 통합 메모리
- 512GB SSD 저장 장치
- 35.9cm Liquid Retina XDR 디스플레이
- Thunderbolt 4 포트 3개, HDMI 포트, SDXC 카드 슬롯, 헤드폰 잭, MagSafe 3 포트
- 70W USB-C 전원 어댑터
- Nano-texture 디스플레이 옵션적용
- 구매일 2025년 3월 30일
- 애플케어 2028년 7월 6일까지
- 힐링실드 풀세트 (상하판 액정보호 키패드) 부착
- 배터리 사이클 27회
- 배터리 성능 100%

애플공홈 구매제품으로 신품 수준의 깨끗한 상태입니다 
박스 등 구매시 구성품 일체 그대로 있습니다

영상편집용으로 구매하였으나 필요가 없어져서 판매합니다

애플케어 없이 쓰다가 판매를 위해 애플케어 추가 구매하고자 7월초 매장에서 진단받았습니다
제품에는 문제 없고 디스플레이 접속을 위한 펌웨어 재설치가 필요하여 무상 펌웨어 재설치 받은 다음 애플케어 구매하였습니다

공장 초기화 상태 그대로 드립니다

애플케어는 거래시 바로 양도해드리겠습니다
보호필름까지 총 구매액은 367만원 입니다

선릉역 1번출구 직거래 원합니다
카페에서 제품 확인하시고 애플케어 양도 받으시고 거래하면 좋겠습니다",2930000
2025-10-13,macbookpro,14,2024,m4pro,24gb,512gb,2150000,M4 Pro MacBook Pro 14인치 판매합니다.,"M4 Pro MacBook Pro 14인치 판매합니다.

12 CPU 16 GPU 24G 램 512G SSD 사양입니다.

상태: 사진 참조
구성품: 본체, 충전기, 케이블 포함 풀박
거래 지역: 울산, 대구, 부산을 포함한 경상도 전 지역 직거래 선호, 택배도 가능하나 파손면책 및 반품 불가 동의 시에만 가능. 해당 경우 택배비는 제 측에서 부담
구매 희망 및 문의는 챗이나 문자로 연락 부탁 드립니다.

관심 있으시면 연락 주세요! 😊",2790000
2025-10-13,macbookair,15,2024,m3,16gb,1tb,1565000,맥북에어15인치 m3 1TB 애플케어+,"애플 맥북 에어 15 M3, 2024년 모델 스페이스 그레이 색상입니다.

- 16GB 메모리, 1TB 저장 공간
- 배터리 성능 최대치 99%, 사이클 수 23회
- AppleCare+ 2027년 5월 17일까지 유효

직거래 달성군청 화원IC (거래장소협의가능)",2700000
